rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,kepid_str,kepname,invrprs_bin_index,invrprs_bin_edges,rprs_bin_edges
2630,9451706,K00271.02,Kepler-127 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_SATURATED,29.39337161,7.209e-05,-7.209e-05,209.06737,0.00189,-0.00189,2455042.067,0.00189,-0.00189,0.0,,,,,,0.512,0.356,-0.302,7.0445,0.0664,-0.0664,,,,327.0,4.9,-4.9,0.016963,0.002004,-0.000444,0.48118,0.27107,-0.04052,LS+MCMC,2.5,0.07,-0.05,0.1995,,,88.95,,,698.0,,,55.98,7.91,-5.79,28.01,7.9,-7.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2799,0.381,q1_q17_dr25_koi,14.800538,62.0339,69.7,3,48.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.6088,Mandel and Agol (2002 ApJ 580 171),,,009/009451/009451706/dv/kplr009451706-20160209194854_dvr.pdf,009/009451/009451706/dv/kplr009451706-001-20160209194854_dvs.pdf,6075.0,122.0,-97.0,4.264,0.012,-0.012,0.32,0.1,-0.1,1.352,0.036,-0.03,1.225,0.055,-0.04,,,,q1_q17_dr25_stellar,285.19,46.027962,11.485,11.779,11.422,11.358,11.352,10.536,10.3,10.234,0.0,19.0126813,4e-06,46.028246,3.2e-05,0.57,0.15,1.03,0.11,-0.000214,4.9e-05,-0.000194,3.7e-05,1.14,0.3,1.01,0.26,1.53,0.33,1.14,0.32,1.28,0.29,1.72,0.37,kplr009451706,Kepler-127c,17,"(54, 65)","(0.015384615384615385, 0.018518518518518517)"
2638,5128673,K02698.01,Kepler-1316 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.95,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,87.9724227,0.0005198,-0.0005198,168.29785,0.00481,-0.00481,2455001.298,0.00481,-0.00481,0.0,,,,,,0.015,0.37,-0.015,14.638,0.143,-0.143,,,,866.7,15.4,-15.4,0.026755,0.00061,-0.000293,0.25606,0.00298,-0.07948,LS+MCMC,3.39,0.52,-0.52,0.3859,,,89.98,,,446.0,,,9.37,4.02,-3.18,47.14,0.549,-0.549,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2622,0.4035,q1_q17_dr25_koi,14.090105,43.503696,64.6,1,15.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.1362,Mandel and Agol (2002 ApJ 580 171),,,005/005128/005128673/dv/kplr005128673-20160209194854_dvr.pdf,005/005128/005128673/dv/kplr005128673-001-20160209194854_dvs.pdf,5837.0,105.0,-117.0,4.305,0.125,-0.112,0.0,0.15,-0.15,1.159,0.178,-0.178,0.988,0.082,-0.067,,,,q1_q17_dr25_stellar,298.83588,40.29314,14.0,14.478,13.94,13.796,13.715,12.807,12.488,12.442,0.835,19.9224027,6.6e-06,40.29293,7.1e-05,0.47,0.27,-0.76,0.26,-5e-05,0.00024,6e-05,0.00023,-0.36,0.27,0.16,0.25,0.4,0.31,-0.42,0.31,-0.11,0.26,0.43,0.3,kplr005128673,Kepler-1316b,15,"(37, 45)","(0.022222222222222223, 0.02702702702702703)"
2639,6690836,K02699.01,Kepler-1317 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,0.568874717,5.7e-07,-5.7e-07,132.048771,0.000828,-0.000828,2454965.049,0.000828,-0.000828,0.0,,,,,,0.05,0.399,-0.05,1.2177,0.0304,-0.0304,,,,378.4,9.4,-9.4,0.017496,0.000585,-0.000385,2.902,0.15769,-0.9116,LS+MCMC,1.49,0.24,-0.11,0.0128,,,89.23,,,1796.0,,,2473.19,1305.74,-589.49,3.675,0.2,-0.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1914,0.5167,q1_q17_dr25_koi,6.3312945,32.66971,50.4,1,2342.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.243,Mandel and Agol (2002 ApJ 580 171),,,006/006690/006690836/dv/kplr006690836-20160209194854_dvr.pdf,006/006690/006690836/dv/kplr006690836-001-20160209194854_dvs.pdf,5223.0,171.0,-155.0,4.593,0.028,-0.105,0.07,0.25,-0.3,0.78,0.124,-0.057,0.889,0.056,-0.096,,,,q1_q17_dr25_stellar,291.61188,42.115971,15.23,15.923,15.144,14.933,14.796,13.822,13.316,13.309,0.0,19.4407809,6.4e-06,42.116093,6.9e-05,-0.45,0.26,0.44,0.25,-2.5e-05,8.4e-05,-0.000171,8.2e-05,0.19,0.095,0.007,0.098,0.19,0.097,-0.003,0.097,0.116,0.088,0.116,0.088,kplr006690836,Kepler-1317b,17,"(54, 65)","(0.015384615384615385, 0.018518518518518517)"
2645,12024120,K00265.01,Kepler-507 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.999,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.568099612,7.167e-06,-7.167e-06,169.74278,0.00166,-0.00166,2455002.743,0.00166,-0.00166,0.0,,,,,,0.531,0.026,-0.426,3.2131,0.0489,-0.0489,,,,98.4,2.2,-2.2,0.00935,0.001081,-0.000293,0.58177,0.28503,-0.36864,LS+MCMC,1.36,0.23,-0.23,0.0473,,,85.83,,,1407.0,,,926.89,449.44,-339.57,7.32,3.6,-3.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2891,0.3589,q1_q17_dr25_koi,5.676771,42.232918,52.5,1,371.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.2728,Mandel and Agol (2002 ApJ 580 171),,,012/012024/012024120/dv/kplr012024120-20160209194854_dvr.pdf,012/012024/012024120/dv/kplr012024120-001-20160209194854_dvs.pdf,6007.0,121.0,-121.0,4.232,0.143,-0.117,0.08,0.15,-0.15,1.334,0.228,-0.228,1.107,0.102,-0.083,,,,q1_q17_dr25_stellar,297.01883,50.408981,11.994,12.313,11.929,11.857,11.833,10.985,10.731,10.665,,19.8012405,8.2e-06,50.409074,7.9e-05,-0.53,0.28,0.34,0.28,4.3e-05,2.7e-05,,,0.13,0.21,0.1,0.3,0.17,0.27,0.08,0.23,0.36,0.33,0.37,0.32,kplr012024120,Kepler-507b,20,"(93, 112)","(0.008928571428571428, 0.010752688172043012)"
2647,3642289,K00301.01,Kepler-135 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,6.002548291,9.701e-06,-9.701e-06,171.71419,0.00128,-0.00128,2455004.714,0.00128,-0.00128,0.0,,,,,,0.914,0.095,-0.691,4.1628,0.0713,-0.0713,,,,202.0,3.1,-3.1,0.015656,0.001105,-0.002502,0.06421,0.6423,-0.09684,LS+MCMC,2.33,0.38,-0.29,0.0697,,,79.39,,,1209.0,,,504.79,234.03,-148.72,4.96,2.4,-2.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3016,0.3403,q1_q17_dr25_koi,6.849668,55.505367,71.6,2,223.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.5036,Mandel and Agol (2002 ApJ 580 171),,,003/003642/003642289/dv/kplr003642289-20160209194854_dvr.pdf,003/003642/003642289/dv/kplr003642289-001-20160209194854_dvs.pdf,6204.0,111.0,-136.0,4.269,0.084,-0.116,0.26,0.15,-0.15,1.36,0.228,-0.166,1.257,0.087,-0.097,,,,q1_q17_dr25_stellar,290.49512,38.795479,12.73,13.066,12.673,12.586,12.587,11.722,11.508,11.456,0.224,19.3663438,4.3e-06,38.795444,6.5e-05,0.08,0.18,-0.13,0.23,-3.9e-05,3.6e-05,2e-05,4.7e-05,-0.29,0.25,-0.33,0.21,0.44,0.26,-0.38,0.26,-0.34,0.2,0.51,0.26,kplr003642289,Kepler-135b,17,"(54, 65)","(0.015384615384615385, 0.018518518518518517)"
2649,3662838,K00302.01,Kepler-516 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,24.85466504,5.637e-05,-5.637e-05,173.99971,0.00183,-0.00183,2455007.0,0.00183,-0.00183,0.0,,,,,,0.746,0.009,-0.537,9.182,0.11,-0.11,,,,776.2,9.7,-9.7,0.027585,0.001177,-0.001553,0.09592,0.16243,-0.01539,LS+MCMC,7.61,1.38,-2.56,0.1992,,,87.08,,,1095.0,,,339.33,181.21,-208.74,14.63,6.2,-6.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3299,0.2544,q1_q17_dr25_koi,15.342661,75.028145,88.0,2,42.0,1.0,q1_q17_dr25_tce,11111011101110111000000000000000,0.0103,Mandel and Agol (2002 ApJ 580 171),,,003/003662/003662838/dv/kplr003662838-20160209194854_dvr.pdf,003/003662/003662838/dv/kplr003662838-001-20160209194854_dvs.pdf,6967.0,167.0,-229.0,3.864,0.259,-0.111,-0.02,0.25,-0.35,2.527,0.458,-0.851,1.7,0.149,-0.349,,,,q1_q17_dr25_stellar,295.6088,38.735741,12.059,12.255,11.994,11.969,11.971,11.18,11.053,10.987,0.013,19.7072478,1.6e-06,38.735721,2.4e-05,-0.175,0.069,-0.067,0.085,0.00011,5.5e-05,1.5e-05,6.8e-05,0.19,0.13,-0.05,0.12,0.2,0.13,0.13,0.14,-0.13,0.12,0.18,0.13,kplr003662838,Kepler-516b,14,"(31, 37)","(0.02702702702702703, 0.03225806451612903)"
2650,5966322,K00303.01,Kepler-517 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.995,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,60.92818866,7.966e-05,-7.966e-05,173.37212,0.00109,-0.00109,2455006.372,0.00109,-0.00109,0.0,,,,,,0.009,0.412,-0.009,6.3336,0.0501,-0.0501,,,,755.6,7.3,-7.3,0.024899,0.000574,-0.000221,2.17742,0.02434,-0.85134,LS+MCMC,2.78,0.39,-0.38,0.2897,,,89.99,,,467.0,,,11.28,4.55,-3.5,75.319,0.842,-0.842,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2676,0.3928,q1_q17_dr25_koi,23.442305,81.35702,120.1,1,21.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.2348,Mandel and Agol (2002 ApJ 580 171),,,005/005966/005966322/dv/kplr005966322-20160209194854_dvr.pdf,005/005966/005966322/dv/kplr005966322-001-20160209194854_dvs.pdf,5638.0,113.0,-101.0,4.359,0.132,-0.096,-0.12,0.15,-0.15,1.023,0.142,-0.142,0.871,0.071,-0.043,,,,q1_q17_dr25_stellar,293.67532,41.295361,12.193,12.655,12.148,11.994,11.947,11.02,10.667,10.631,0.0,19.5783653,2.1e-06,41.295284,2.8e-05,0.459,0.087,-0.273,0.1,-0.0001,6.7e-05,0.000666,7.8e-05,0.0,0.1,0.04,0.13,0.04,0.13,0.4,0.11,-0.16,0.11,0.43,0.11,kplr005966322,Kepler-517b,15,"(37, 45)","(0.022222222222222223, 0.02702702702702703)"
2651,6029239,K00304.01,Kepler-518 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,8.512037736,6.475e-06,-6.475e-06,174.909816,0.0006,-0.0006,2455007.91,0.0006,-0.0006,0.0,,,,,,0.005,0.409,-0.005,2.1861,0.0221,-0.0221,,,,597.8,6.5,-6.5,0.022246,0.000489,-0.000218,7.34476,0.01224,-2.37084,LS+MCMC,2.14,0.3,-0.11,0.081,,,89.99,,,839.0,,,117.11,44.92,-20.35,30.4132,0.0507,-0.0507,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2676,0.3928,q1_q17_dr25_koi,14.723325,116.80596,102.2,2,158.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8863,Mandel and Agol (2002 ApJ 580 171),,,006/006029/006029239/dv/kplr006029239-20160209194854_dvr.pdf,006/006029/006029239/dv/kplr006029239-001-20160209194854_dvs.pdf,5767.0,92.0,-126.0,4.538,0.021,-0.119,-0.06,0.15,-0.15,0.881,0.123,-0.044,0.979,0.048,-0.089,,,,q1_q17_dr25_stellar,287.08997,41.373878,12.549,12.951,12.499,12.377,12.33,11.472,11.192,11.109,0.008,19.1393328,1.7e-06,41.373801,1.9e-05,0.06,0.067,-0.286,0.067,6.3e-05,4.1e-05,4.6e-05,4.2e-05,0.0,0.12,0.084,0.098,0.084,0.098,0.03,0.12,-0.187,0.099,0.19,0.1,kplr006029239,Kepler-518b,16,"(45, 54)","(0.018518518518518517, 0.022222222222222223)"
2655,12404954,K00361.01,Kepler-537 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.247548814,5.908e-06,-5.908e-06,171.27807,0.00131,-0.00131,2455004.278,0.00131,-0.00131,0.0,,,,,,0.31,0.143,-0.31,2.5146,0.0444,-0.0444,,,,209.7,4.7,-4.7,0.013203,0.000294,-0.000342,1.55681,0.37324,-0.30959,LS+MCMC,1.41,0.2,-0.07,0.0442,,,88.14,,,1181.0,,,460.67,186.5,-78.75,9.54,2.3,-2.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2514,0.4282,q1_q17_dr25_koi,5.9288654,38.281807,51.6,1,417.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.828,Mandel and Agol (2002 ApJ 580 171),,,012/012404/012404954/dv/kplr012404954-20160209194854_dvr.pdf,012/012404/012404954/dv/kplr012404954-001-20160209194854_dvs.pdf,5703.0,103.0,-125.0,4.498,0.021,-0.119,0.36,0.1,-0.15,0.975,0.14,-0.047,1.091,0.04,-0.086,,,,q1_q17_dr25_stellar,289.88065,51.277081,13.1,13.532,13.049,12.914,12.887,12.007,11.706,11.623,0.934,19.3253777,6.7e-06,51.277098,7.5e-05,0.06,0.23,0.06,0.27,-6e-06,4.7e-05,-1.1e-05,5.6e-05,-0.08,0.15,0.24,0.17,0.26,0.17,-0.21,0.15,-0.01,0.17,0.21,0.15,kplr012404954,Kepler-537b,18,"(65, 78)","(0.01282051282051282, 0.015384615384615385)"
2667,6196457,K00285.01,Kepler-92 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,13.74883059,1.295e-05,-1.295e-05,179.279158,0.000738,-0.000738,2455012.279,0.000738,-0.000738,0.0,,,,,,0.658,0.153,-0.433,6.0968,0.0425,-0.0425,,,,425.9,2.9,-2.9,0.019908,0.001248,-0.000949,0.24298,0.25217,-0.12799,LS+MCMC,3.63,0.26,-0.18,0.1174,,,87.19,,,975.0,,,213.84,47.92,-30.83,13.44,4.6,-4.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.26,0.4133,q1_q17_dr25_koi,15.991425,114.88917,167.6,3,98.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8938,Mandel and Agol (2002 ApJ 580 171),,,006/006196/006196457/dv/kplr006196457-20160209194854_dvr.pdf,006/006196/006196457/dv/kplr006196457-001-20160209194854_dvs.pdf,5862.0,97.0,-80.0,4.05,0.033,-0.027,0.16,0.15,-0.1,1.67,0.118,-0.082,1.142,0.16,-0.053,,,,q1_q17_dr25_stellar,289.08606,41.562958,11.565,12.481,11.679,,,10.747,10.47,10.403,0.159,19.2724062,1.8e-06,41.563002,1.7e-05,0.097,0.073,0.156,0.062,0.0,3.1e-05,2.6e-05,2.7e-05,0.02,0.14,0.06,0.18,0.06,0.2,0.1,0.13,0.26,0.18,0.28,0.2,kplr006196457,Kepler-92b,16,"(45, 54)","(0.018518518518518517, 0.022222222222222223)"
2670,6063220,K00305.01,Kepler-99 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.603575293,4.668e-06,-4.668e-06,171.840124,0.000813,-0.000813,2455004.84,0.000813,-0.000813,0.0,,,,,,0.246,0.189,-0.246,2.3499,0.0261,-0.0261,,,,440.4,6.3,-6.3,0.018677,0.000447,-0.000412,2.89884,0.32353,-0.70121,LS+MCMC,1.51,0.08,-0.06,0.0503,,,89.05,,,810.0,,,101.65,20.2,-15.28,14.81,1.7,-1.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1017,0.6385,q1_q17_dr25_koi,10.378082,84.00717,79.7,1,291.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.9048,Mandel and Agol (2002 ApJ 580 171),,,006/006063/006063220/dv/kplr006063220-20160209194854_dvr.pdf,006/006063/006063220/dv/kplr006063220-001-20160209194854_dvs.pdf,4783.0,95.0,-95.0,4.602,0.014,-0.046,0.18,0.15,-0.15,0.741,0.039,-0.03,0.805,0.029,-0.046,,,,q1_q17_dr25_stellar,297.354,41.300049,12.97,13.819,12.898,12.606,12.441,11.368,10.852,10.757,0.0,19.8236117,2.8e-06,41.300256,3.5e-05,0.47,0.11,0.74,0.13,0.000168,5e-05,8.8e-05,5.5e-05,-0.097,0.084,0.1,0.12,0.139,0.1,0.04,0.14,0.08,0.12,0.09,0.13,kplr006063220,Kepler-99b,17,"(54, 65)","(0.015384615384615385, 0.018518518518518517)"
2673,10905239,K00046.01,Kepler-101 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.487688776,1.105e-06,-1.105e-06,170.932217,0.000253,-0.000253,2455003.932,0.000253,-0.000253,0.0,,,,,,0.026,0.205,-0.026,3.83661,0.00947,-0.00947,,,,1298.8,4.1,-4.1,0.032422,0.000231,-8e-05,0.57862,0.00023,-0.06363,LS+MCMC,5.64,0.83,-1.35,0.0461,,,89.79,,,1445.0,,,1033.07,439.91,-478.15,7.19235,0.00286,-0.00286,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2245,0.4725,q1_q17_dr25_koi,23.269213,320.42297,350.6,2,386.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8649,Mandel and Agol (2002 ApJ 580 171),,,010/010905/010905239/dv/kplr010905239-20160209194854_dvr.pdf,010/010905/010905239/dv/kplr010905239-001-20160209194854_dvs.pdf,5576.0,112.0,-101.0,4.065,0.196,-0.084,0.3,0.15,-0.15,1.593,0.235,-0.382,1.074,0.108,-0.097,,,,q1_q17_dr25_stellar,283.25549,48.355232,13.77,14.406,13.72,13.497,,12.403,12.112,12.011,0.005,18.8836982,1.5e-06,48.355286,1.2e-05,-0.055,0.052,0.194,0.042,-0.000107,6.9e-05,-7.7e-05,5.8e-05,0.009,0.071,0.033,0.069,0.034,0.069,0.027,0.071,0.129,0.071,0.132,0.071,kplr010905239,Kepler-101b,14,"(31, 37)","(0.02702702702702703, 0.03225806451612903)"
2674,11623629,K00365.01,Kepler-538 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.755,0,0,0,0,q1_q17_dr25_sup_koi,CENT_SATURATED,81.737872,0.0001024,-0.0001024,211.678818,0.000908,-0.000908,2455044.679,0.000908,-0.000908,0.0,,,,,,0.02,0.347,-0.02,6.6923,0.0402,-0.0402,,,,628.8,5.1,-5.1,0.022652,0.000403,-0.000168,2.4586,0.02656,-0.52985,LS+MCMC,2.16,0.25,-0.15,0.3539,,,89.99,,,385.0,,,5.2,1.79,-1.03,95.4,1.0,-1.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2396,0.4415,q1_q17_dr25_koi,29.568699,86.0518,135.4,2,16.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.1322,Mandel and Agol (2002 ApJ 580 171),,,011/011623/011623629/dv/kplr011623629-20160209194854_dvr.pdf,011/011623/011623629/dv/kplr011623629-001-20160209194854_dvs.pdf,5559.0,110.0,-110.0,4.502,0.052,-0.09,-0.1,0.15,-0.15,0.873,0.1,-0.059,0.882,0.055,-0.055,,,,q1_q17_dr25_stellar,297.48691,49.623451,11.195,11.67,11.15,10.992,10.947,10.026,9.67,9.645,0.004,19.8324403,3.2e-06,49.623446,3.4e-05,-0.69,0.11,-0.02,0.12,-4.6e-05,7.3e-05,-0.00014,8e-05,0.71,0.21,0.5,0.18,0.86,0.24,0.08,0.22,0.43,0.17,0.44,0.19,kplr011623629,Kepler-538b,15,"(37, 45)","(0.022222222222222223, 0.02702702702702703)"
2676,4815520,K00367.01,Kepler-1656 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.998,0,0,0,0,q1_q17_dr25_sup_koi,CENT_SATURATED,31.578651216,7.277e-06,-7.277e-06,177.206237,0.000178,-0.000178,2455010.206,0.000178,-0.000178,0.0,,,,,,0.04,0.259,-0.04,2.12791,0.00922,-0.00922,,,,2125.4,8.0,-8.0,0.041835,0.00045,-0.000136,31.19023,0.0307,-5.80841,LS+MCMC,4.52,0.68,-0.36,0.1949,,,89.98,,,570.0,,,24.94,10.54,-5.5,118.027,0.116,-0.116,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2602,0.4096,q1_q17_dr25_koi,68.62178,289.96722,324.3,1,33.0,1.0,q1_q17_dr25_tce,11110111011101110000000000000000,0.7309,Mandel and Agol (2002 ApJ 580 171),,,004/004815/004815520/dv/kplr004815520-20160209194854_dvr.pdf,004/004815/004815520/dv/kplr004815520-001-20160209194854_dvs.pdf,5733.0,104.0,-115.0,4.442,0.063,-0.117,0.08,0.15,-0.15,0.99,0.149,-0.08,0.987,0.062,-0.068,,,,q1_q17_dr25_stellar,284.47217,39.911812,11.105,11.529,11.053,10.924,10.888,10.046,9.715,9.64,0.176,18.96481721,9.4e-07,39.9119034,9.9e-06,0.245,0.039,0.336,0.035,-0.00012,9.4e-05,0.0,9.5e-05,-0.29,0.11,-0.36,0.1,0.46,0.13,-0.18,0.1,-0.095,0.098,0.21,0.12,kplr004815520,Kepler-1656b,12,"(22, 26)","(0.038461538461538464, 0.045454545454545456)"
2691,6291837,K00308.01,Kepler-1715 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,35.5969684,0.0001131,-0.0001131,187.52765,0.00254,-0.00254,2455020.528,0.00254,-0.00254,0.0,,,,,,0.895,0.035,-0.612,6.691,0.215,-0.215,,,,684.5,14.8,-14.8,0.028165,0.001167,-0.003578,0.13057,1.0656,-0.06289,LS+MCMC,3.72,0.64,-0.43,0.2178,,,87.51,,,646.0,,,41.06,19.66,-11.68,20.6,9.9,-9.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3029,0.3239,q1_q17_dr25_koi,16.114061,73.07374,52.5,1,38.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.4782,Mandel and Agol (2002 ApJ 580 171),,,006/006291/006291837/dv/kplr006291837-20160209194854_dvr.pdf,006/006291/006291837/dv/kplr006291837-001-20160209194854_dvs.pdf,6212.0,111.0,-136.0,4.309,0.095,-0.116,-0.04,0.15,-0.15,1.209,0.21,-0.14,1.082,0.103,-0.066,,,,q1_q17_dr25_stellar,293.92972,41.602871,12.351,12.692,12.319,12.205,12.175,11.338,11.08,11.041,0.008,19.5953113,2.1e-06,41.60295,2.1e-05,-0.131,0.086,0.287,0.075,0.000121,5.7e-05,-2.2e-05,5.2e-05,-0.07,0.13,0.0,0.15,0.07,0.12,-0.01,0.12,0.12,0.14,0.12,0.14,kplr006291837,Kepler-1715b,14,"(31, 37)","(0.02702702702702703, 0.03225806451612903)"
2694,7050989,K00312.01,Kepler-136 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,11.57890926,1.793e-05,-1.793e-05,175.58603,0.00129,-0.00129,2455008.586,0.00129,-0.00129,0.0,,,,,,0.359,0.091,-0.359,2.7207,0.039,-0.039,,,,243.4,4.9,-4.9,0.014458,0.000225,-0.000368,4.1443,1.28144,-0.56553,LS+MCMC,2.06,0.36,-0.27,0.1062,,,89.33,,,951.0,,,193.48,93.81,-59.93,30.85,9.5,-9.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3024,0.3288,q1_q17_dr25_koi,8.809991,56.45943,54.8,2,119.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.7239,Mandel and Agol (2002 ApJ 580 171),,,007/007050/007050989/dv/kplr007050989-20160209194854_dvr.pdf,007/007050/007050989/dv/kplr007050989-001-20160209194854_dvs.pdf,6156.0,111.0,-136.0,4.284,0.099,-0.121,0.14,0.15,-0.15,1.303,0.229,-0.171,1.193,0.086,-0.097,,,,q1_q17_dr25_stellar,296.46732,42.598785,12.459,12.512,12.404,,,10.804,10.573,10.519,0.374,19.7644876,3.4e-06,42.59885,3.5e-05,-0.01,0.13,0.23,0.13,-1e-06,3e-05,-2.2e-05,2.9e-05,0.23,0.32,-0.06,0.24,0.24,0.29,0.26,0.34,0.08,0.23,0.27,0.36,kplr007050989,Kepler-136b,18,"(65, 78)","(0.01282051282051282, 0.015384615384615385)"
