rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err,kepid_str,kepname,invrprs_bin_index,invrprs_bin_edges,rprs_bin_edges
172,6522242,K00855.01,Kepler-706 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.974,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,41.408316686,6.58e-06,-6.58e-06,195.78745,0.000123,-0.000123,2455028.787,0.000123,-0.000123,0.0,,,,,,0.377,0.016,-0.029,5.0264,0.0136,-0.0136,,,,22839.0,31.4,-31.4,0.139516,0.000244,-0.000431,3.42177,0.10004,-0.09238,LS+MCMC,11.38,2.07,-1.04,0.2162,,,89.68,,,453.0,,,9.93,5.69,-2.57,67.69,2.0,-2.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2665,0.398,q1_q17_dr25_koi,217.32286,904.6437,907.8,1,33.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.6138,Mandel and Agol (2002 ApJ 580 171),,,006/006522/006522242/dv/kplr006522242-20160209194854_dvr.pdf,006/006522/006522242/dv/kplr006522242-001-20160209194854_dvs.pdf,5522.0,165.0,-148.0,4.586,0.048,-0.112,-0.46,0.3,-0.3,0.747,0.136,-0.068,0.786,0.094,-0.07,,,,q1_q17_dr25_stellar,291.76041,41.944069,15.196,15.775,15.154,14.947,14.827,13.805,13.413,13.307,0.0,19.45068503,4.1e-07,41.9441057,4.1e-06,-0.36,0.016,0.128,0.015,0.0092,0.0019,-0.0027,0.0025,-0.027,0.067,0.006,0.067,0.028,0.067,-0.275,0.068,0.086,0.067,0.289,0.068,kplr006522242,Kepler-706b,6,"(7, 9)","(0.1111111111111111, 0.14285714285714285)"
174,6587280,K00857.01,Kepler-243 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.715425977,7.779e-06,-7.779e-06,174.87931,0.0011,-0.0011,2455007.879,0.0011,-0.0011,0.0,,,,,,0.348,0.098,-0.347,2.5242,0.0418,-0.0418,,,,908.1,17.4,-17.4,0.027348,0.000448,-0.000922,2.71439,0.65582,-0.54376,LS+MCMC,2.47,0.37,-0.17,0.0611,,,88.81,,,850.0,,,123.03,60.12,-28.62,16.74,4.0,-4.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.186,0.5256,q1_q17_dr25_koi,7.166417,48.613644,59.4,2,181.0,1.0,q1_q17_dr25_tce,11110111011101110000000000000000,0.6565,Mandel and Agol (2002 ApJ 580 171),,,006/006587/006587280/dv/kplr006587280-20160209194854_dvr.pdf,006/006587/006587280/dv/kplr006587280-001-20160209194854_dvs.pdf,5237.0,157.0,-157.0,4.572,0.028,-0.112,0.24,0.2,-0.3,0.826,0.124,-0.057,0.927,0.047,-0.095,,,,q1_q17_dr25_stellar,285.11047,42.033958,15.086,15.785,14.997,14.787,14.657,13.622,13.191,13.064,0.309,19.0073656,5.3e-06,42.03405,6e-05,0.01,0.21,0.32,0.21,9e-05,0.0002,-0.00014,0.0002,0.014,0.092,-0.08,0.11,0.08,0.11,0.03,0.11,-0.05,0.1,0.06,0.11,kplr006587280,Kepler-243b,15,"(37, 45)","(0.022222222222222223, 0.02702702702702703)"
175,9471974,K00119.01,Kepler-108 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.959,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,49.18394185,2.475e-05,-2.475e-05,141.911924,0.000569,-0.000569,2454974.912,0.000569,-0.000569,0.0,,,,,,0.035,0.361,-0.035,11.3364,0.051,-0.051,,,,1646.2,5.4,-5.4,0.036501,0.000754,-0.000244,0.31666,0.00588,-0.07202,LS+MCMC,8.2,0.5,-0.55,0.2829,,,89.94,,,669.0,,,47.4,9.4,-8.38,34.34,0.638,-0.638,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.257,0.4213,q1_q17_dr25_koi,61.598824,250.00006,355.7,2,29.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0115,Mandel and Agol (2002 ApJ 580 171),,,009/009471/009471974/dv/kplr009471974-20160209194854_dvr.pdf,009/009471/009471974/dv/kplr009471974-001-20160209194854_dvs.pdf,5626.0,89.0,-78.0,3.907,0.04,-0.036,0.36,0.1,-0.15,2.057,0.125,-0.138,1.247,0.082,-0.067,,,,q1_q17_dr25_stellar,294.55917,46.062328,12.654,13.127,12.528,12.452,12.313,11.43,11.065,10.983,0.0,19.63728842,9.7e-07,46.06203,1.9e-05,0.391,0.036,-1.081,0.07,0.000243,6.6e-05,-0.00188,0.00012,0.0,0.18,-0.01,0.51,0.01,0.43,0.44,0.11,-0.167,0.1,0.47,0.1,kplr009471974,Kepler-108b,13,"(26, 31)","(0.03225806451612903, 0.038461538461538464)"
181,6784235,K00863.01,Kepler-708 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.167893418,3.869e-06,-3.869e-06,172.147959,0.000988,-0.000988,2455005.148,0.000988,-0.000988,0.0,,,,,,0.026,0.366,-0.026,2.1814,0.0324,-0.0324,,,,781.2,14.3,-14.3,0.025513,0.000588,-0.000292,2.78453,0.14181,-0.7097,LS+MCMC,2.62,0.78,-0.26,0.0426,,,89.87,,,1221.0,,,526.23,466.28,-150.76,11.389,0.58,-0.58,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2868,0.3588,q1_q17_dr25_koi,5.8711963,55.665585,64.8,1,430.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8648,Mandel and Agol (2002 ApJ 580 171),,,006/006784/006784235/dv/kplr006784235-20160209194854_dvr.pdf,006/006784/006784235/dv/kplr006784235-001-20160209194854_dvs.pdf,5895.0,164.0,-184.0,4.503,0.05,-0.2,-0.02,0.25,-0.3,0.94,0.282,-0.094,1.026,0.115,-0.14,,,,q1_q17_dr25_stellar,293.81647,42.212502,15.533,16.067,15.477,15.304,15.2,14.32,13.958,13.871,0.683,19.5877665,5.9e-06,42.212514,6.3e-05,0.1,0.24,0.05,0.23,-9e-05,0.00018,5e-05,0.00018,-0.003,0.093,-0.07,0.11,0.07,0.11,-0.039,0.092,0.06,0.11,0.07,0.11,kplr006784235,Kepler-708b,15,"(37, 45)","(0.022222222222222223, 0.02702702702702703)"
182,6849310,K00864.01,Kepler-244 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.311780262,4.342e-06,-4.342e-06,173.576483,0.000848,-0.000848,2455006.576,0.000848,-0.000848,0.0,,,,,,0.196,0.221,-0.196,2.7251,0.0314,-0.0314,,,,1154.0,15.0,-15.0,0.030716,0.000643,-0.000431,1.86883,0.19721,-0.3888,LS+MCMC,3.11,0.39,-0.21,0.0511,,,89.08,,,1038.0,,,274.84,91.4,-49.59,12.25,1.3,-1.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.224,0.4695,q1_q17_dr25_koi,7.6148076,68.72953,86.1,3,299.0,1.0,q1_q17_dr25_tce,01111111111111111000000000000000,0.2117,Mandel and Agol (2002 ApJ 580 171),,,006/006849/006849310/dv/kplr006849310-20160209194854_dvr.pdf,006/006849/006849310/dv/kplr006849310-001-20160209194854_dvs.pdf,5527.0,74.0,-83.0,4.484,0.04,-0.112,0.16,0.15,-0.15,0.927,0.115,-0.062,0.956,0.044,-0.059,,,,q1_q17_dr25_stellar,287.24268,42.301369,15.604,16.18,15.548,15.357,15.278,14.306,13.852,13.73,0.0,19.1495076,3.1e-06,42.301421,4.2e-05,-0.18,0.13,0.18,0.15,-0.00013,0.00015,-0.00085,0.00019,0.18,0.077,0.214,0.078,0.28,0.081,-0.065,0.076,0.242,0.082,0.25,0.079,kplr006849310,Kepler-244b,14,"(31, 37)","(0.02702702702702703, 0.03225806451612903)"
186,9471974,K00119.02,Kepler-108 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0.987,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,190.3200468,0.0005327,-0.0005327,312.68498,0.00147,-0.00147,2455145.685,0.00147,-0.00147,0.0,,,,,,0.812,0.048,-0.01,15.284,0.209,-0.209,,,,1141.7,8.5,-8.5,0.034654,0.000861,-0.000553,0.11866,0.17704,-0.02386,LS+MCMC,7.78,0.48,-0.52,0.6972,,,89.24,,,426.0,,,7.8,1.55,-1.38,61.0,30.3,-30.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.257,0.4213,q1_q17_dr25_koi,45.91216,95.55217,139.3,2,7.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.3816,Mandel and Agol (2002 ApJ 580 171),,,009/009471/009471974/dv/kplr009471974-20160209194854_dvr.pdf,009/009471/009471974/dv/kplr009471974-002-20160209194854_dvs.pdf,5626.0,89.0,-78.0,3.907,0.04,-0.036,0.36,0.1,-0.15,2.057,0.125,-0.138,1.247,0.082,-0.067,,,,q1_q17_dr25_stellar,294.55917,46.062328,12.654,13.127,12.528,12.452,12.313,11.43,11.065,10.983,0.0,19.6372855,2.7e-06,46.061957,5.4e-05,0.28,0.1,-1.34,0.19,0.00029,0.00012,-0.001,0.00023,0.39,0.26,-0.24,0.6,0.46,0.39,0.45,0.24,-0.14,0.37,0.47,0.25,kplr009471974,Kepler-108c,13,"(26, 31)","(0.03225806451612903, 0.038461538461538464)"
188,7366258,K00880.01,Kepler-82 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,26.44439337,3.65e-05,-3.65e-05,194.12074,0.00108,-0.00108,2455027.121,0.00108,-0.00108,0.0,,,,,,0.03,0.355,-0.03,3.9783,0.0417,-0.0417,,,,1843.5,22.2,-22.2,0.038511,0.00088,-0.000357,3.96328,0.17855,-0.85611,LS+MCMC,3.91,0.43,-0.29,0.1687,,,89.97,,,562.0,,,23.54,7.96,-4.92,52.72,2.4,-2.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.224,0.4695,q1_q17_dr25_koi,15.926126,67.97784,88.0,4,53.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.5769,Mandel and Agol (2002 ApJ 580 171),,,007/007366/007366258/dv/kplr007366258-20160209194854_dvr.pdf,007/007366/007366258/dv/kplr007366258-002-20160209194854_dvs.pdf,5427.0,108.0,-108.0,4.463,0.064,-0.088,0.16,0.15,-0.15,0.929,0.104,-0.069,0.915,0.051,-0.051,,,,q1_q17_dr25_stellar,292.87338,42.966141,15.158,15.718,15.096,14.918,14.803,13.879,13.527,13.518,0.001,19.5248981,4.1e-06,42.966202,4.3e-05,0.22,0.16,0.22,0.15,0.00066,0.00033,0.00036,0.00035,-0.07,0.11,-0.053,0.096,0.09,0.11,-0.05,0.11,0.049,0.098,0.07,0.12,kplr007366258,Kepler-82b,13,"(26, 31)","(0.03225806451612903, 0.038461538461538464)"
189,7366258,K00880.02,Kepler-82 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0.983,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,51.53997972,5.613e-05,-5.613e-05,174.055011,0.00088,-0.00088,2455007.055,0.00088,-0.00088,0.0,,,,,,0.183,0.165,-0.183,6.3994,0.0438,-0.0438,,,,3644.3,23.9,-23.9,0.05435,0.000727,-0.000517,1.85679,0.10656,-0.30467,LS+MCMC,5.51,0.62,-0.41,0.2632,,,89.84,,,450.0,,,9.67,3.27,-2.02,63.88,3.7,-3.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.224,0.4695,q1_q17_dr25_koi,28.79182,112.0813,155.5,4,28.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.6609,Mandel and Agol (2002 ApJ 580 171),,,007/007366/007366258/dv/kplr007366258-20160209194854_dvr.pdf,007/007366/007366258/dv/kplr007366258-001-20160209194854_dvs.pdf,5427.0,108.0,-108.0,4.463,0.064,-0.088,0.16,0.15,-0.15,0.929,0.104,-0.069,0.915,0.051,-0.051,,,,q1_q17_dr25_stellar,292.87338,42.966141,15.158,15.718,15.096,14.918,14.803,13.879,13.527,13.518,0.0,19.5249027,2.3e-06,42.966195,2.4e-05,0.399,0.09,0.199,0.087,0.00063,0.00046,0.0008,0.00055,-0.078,0.074,-0.012,0.077,0.079,0.075,-0.033,0.073,0.087,0.077,0.093,0.077,kplr007366258,Kepler-82c,11,"(18, 22)","(0.045454545454545456, 0.05555555555555555)"
190,7366258,K00880.03,Kepler-82 e,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.902245782,7.373e-06,-7.373e-06,136.78393,0.00101,-0.00101,2454969.784,0.00101,-0.00101,0.0,,,,,,0.209,0.165,-0.209,2.9003,0.0317,-0.0317,,,,702.3,12.8,-12.8,0.023909,0.000453,-0.000375,2.05923,0.20312,-0.36699,LS+MCMC,2.43,0.27,-0.18,0.0621,,,89.23,,,926.0,,,173.74,58.69,-36.35,15.59,1.5,-1.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.224,0.4695,q1_q17_dr25_koi,6.7249837,43.151917,59.3,4,220.0,3.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.1889,Mandel and Agol (2002 ApJ 580 171),,,007/007366/007366258/dv/kplr007366258-20160209194854_dvr.pdf,007/007366/007366258/dv/kplr007366258-003-20160209194854_dvs.pdf,5427.0,108.0,-108.0,4.463,0.064,-0.088,0.16,0.15,-0.15,0.929,0.104,-0.069,0.915,0.051,-0.051,,,,q1_q17_dr25_stellar,292.87338,42.966141,15.158,15.718,15.096,14.918,14.803,13.879,13.527,13.518,0.0,19.5248949,6.3e-06,42.966153,6.7e-05,0.09,0.25,0.05,0.24,0.00032,0.00017,0.00025,0.00016,0.02,0.29,0.0,0.15,0.02,0.3,0.07,0.29,0.1,0.16,0.12,0.28,kplr007366258,Kepler-82e,15,"(37, 45)","(0.022222222222222223, 0.02702702702702703)"
192,7373451,K00881.01,Kepler-712 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,21.02250608,4.091e-05,-4.091e-05,207.67593,0.00148,-0.00148,2455040.676,0.00148,-0.00148,0.0,,,,,,0.036,0.36,-0.036,4.1072,0.0538,-0.0538,,,,1772.5,32.1,-32.1,0.037466,0.001051,-0.000476,2.85327,0.01498,-0.90164,LS+MCMC,3.07,0.21,-0.14,0.1378,,,89.95,,,521.0,,,17.48,4.16,-2.76,40.546,0.213,-0.213,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1611,0.5575,q1_q17_dr25_koi,9.148423,47.644684,62.4,2,67.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.1875,Mandel and Agol (2002 ApJ 580 171),,,007/007373/007373451/dv/kplr007373451-20160209194854_dvr.pdf,007/007373/007373451/dv/kplr007373451-001-20160209194854_dvs.pdf,5067.0,102.0,-102.0,4.585,0.024,-0.048,-0.08,0.15,-0.15,0.75,0.052,-0.033,0.789,0.044,-0.044,,,,q1_q17_dr25_stellar,294.90973,42.935261,15.859,16.548,15.793,15.564,15.406,14.399,13.982,13.841,0.013,19.6606584,5.8e-06,42.935253,6.9e-05,0.36,0.23,-0.02,0.25,-0.0009,0.00044,-2e-05,0.00049,-0.153,0.091,0.21,0.15,0.26,0.14,-0.348,0.099,0.23,0.14,0.41,0.12,kplr007373451,Kepler-712b,13,"(26, 31)","(0.03225806451612903, 0.038461538461538464)"
194,6949607,K00870.01,Kepler-28 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.912273234,7.039e-06,-7.039e-06,172.184012,0.00094,-0.00094,2455005.184,0.00094,-0.00094,0.0,,,,,,0.17,0.201,-0.17,2.3254,0.0296,-0.0296,,,,961.4,17.2,-17.2,0.027826,0.0006,-0.000407,4.13623,0.26753,-0.97657,LS+MCMC,1.73,0.09,-0.1,0.0537,,,89.51,,,585.0,,,27.72,5.15,-4.93,19.7,1.3,-1.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2589,0.4639,q1_q17_dr25_koi,8.0944605,55.492382,62.8,2,227.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.3342,Mandel and Agol (2002 ApJ 580 171),,,006/006949/006949607/dv/kplr006949607-20160209194854_dvr.pdf,006/006949/006949607/dv/kplr006949607-001-20160209194854_dvs.pdf,4072.0,73.0,-81.0,4.696,0.023,-0.028,-0.18,0.15,-0.15,0.57,0.029,-0.032,0.586,0.029,-0.036,,,,q1_q17_dr25_stellar,292.13702,42.42942,15.036,15.99,14.976,14.628,14.447,13.334,12.767,12.719,,19.4757997,4.9e-06,42.429471,5.3e-05,-0.09,0.2,0.18,0.19,-1e-05,0.00018,,,0.066,0.089,0.09,0.1,0.113,0.099,0.013,0.089,0.34,0.11,0.34,0.11,kplr006949607,Kepler-28b,14,"(31, 37)","(0.02702702702702703, 0.03225806451612903)"
195,6949607,K00870.02,Kepler-28 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,8.98581901,1.437e-05,-1.437e-05,175.68418,0.0012,-0.0012,2455008.684,0.0012,-0.0012,0.0,,,,,,0.008,0.387,-0.008,2.8606,0.0413,-0.0413,,,,881.3,18.5,-18.5,0.026527,0.00078,-0.000324,3.50489,0.04412,-1.05898,LS+MCMC,1.65,0.09,-0.09,0.0709,,,89.98,,,509.0,,,15.9,2.96,-2.83,24.64,0.31,-0.31,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2589,0.4639,q1_q17_dr25_koi,7.210981,42.23077,51.8,2,145.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.5514,Mandel and Agol (2002 ApJ 580 171),,,006/006949/006949607/dv/kplr006949607-20160209194854_dvr.pdf,006/006949/006949607/dv/kplr006949607-002-20160209194854_dvs.pdf,4072.0,73.0,-81.0,4.696,0.023,-0.028,-0.18,0.15,-0.15,0.57,0.029,-0.032,0.586,0.029,-0.036,,,,q1_q17_dr25_stellar,292.13702,42.42942,15.036,15.99,14.976,14.628,14.447,13.334,12.767,12.719,,19.4758002,6.4e-06,42.429597,6.9e-05,-0.07,0.25,0.64,0.25,-3e-05,0.00021,,,-0.092,0.096,-0.02,0.11,0.095,0.097,-0.14,0.094,0.25,0.11,0.29,0.11,kplr006949607,Kepler-28c,15,"(37, 45)","(0.022222222222222223, 0.02702702702702703)"
198,7109675,K00872.01,Kepler-46 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,33.60123371,1.767e-05,-1.767e-05,186.680343,0.000412,-0.000412,2455019.68,0.000412,-0.000412,0.0,,,,,,0.67,0.028,-0.073,4.4056,0.0578,-0.0578,,,,7425.9,33.2,-33.2,0.083298,0.00069,-0.002152,2.04292,0.44988,-0.25954,LS+MCMC,8.46,0.4,-0.5,0.1956,,,89.23,,,495.0,,,14.22,2.79,-2.41,49.6,10.9,-10.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1742,0.5484,q1_q17_dr25_koi,44.19851,173.7981,247.9,2,39.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.644,Mandel and Agol (2002 ApJ 580 171),,,007/007109/007109675/dv/kplr007109675-20160209194854_dvr.pdf,007/007109/007109675/dv/kplr007109675-001-20160209194854_dvs.pdf,5149.0,113.0,-82.0,4.447,0.054,-0.036,0.42,0.05,-0.15,0.93,0.044,-0.055,0.882,0.04,-0.029,,,,q1_q17_dr25_stellar,289.26874,42.604172,15.262,15.921,15.203,14.98,14.868,13.814,13.436,13.347,0.33,19.284587,1.4e-06,42.604189,1.5e-05,0.146,0.055,0.069,0.052,0.00022,0.00097,0.0003,0.0013,0.007,0.071,-0.013,0.071,0.015,0.072,0.046,0.072,0.087,0.071,0.099,0.07,kplr007109675,Kepler-46b,9,"(12, 15)","(0.06666666666666667, 0.08333333333333333)"
201,7134976,K00874.01,Kepler-246 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.601811819,6.168e-06,-6.168e-06,169.98108,0.00105,-0.00105,2455002.981,0.00105,-0.00105,0.0,,,,,,0.567,0.045,-0.448,2.2607,0.0367,-0.0367,,,,755.9,14.1,-14.1,0.02579,0.003772,-0.001175,2.109,1.53811,-0.15075,LS+MCMC,2.35,0.09,-0.18,0.0501,,,87.56,,,896.0,,,152.91,23.09,-30.96,13.32,4.9,-4.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1451,0.582,q1_q17_dr25_koi,6.6083684,52.078793,60.8,2,295.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.3969,Mandel and Agol (2002 ApJ 580 171),,,007/007134/007134976/dv/kplr007134976-20160209194854_dvr.pdf,007/007134/007134976/dv/kplr007134976-001-20160209194854_dvs.pdf,4986.0,82.0,-82.0,4.496,0.08,-0.025,0.16,0.15,-0.15,0.833,0.032,-0.064,0.793,0.05,-0.029,,,,q1_q17_dr25_stellar,296.48343,42.663429,15.024,15.744,14.958,14.716,14.562,13.587,13.15,13.038,,19.7655601,4.6e-06,42.663323,5.5e-05,-0.08,0.18,-0.38,0.2,1e-05,0.00014,,,0.029,0.099,0.059,0.089,0.066,0.1,0.002,0.098,-0.034,0.09,0.034,0.09,kplr007134976,Kepler-246b,15,"(37, 45)","(0.022222222222222223, 0.02702702702702703)"
203,7135852,K00875.01,Kepler-1729 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.220965778,2.584e-06,-2.584e-06,170.622433,0.000491,-0.000491,2455003.622,0.000491,-0.000491,0.0,,,,,,0.705,0.061,-0.311,3.0854,0.0645,-0.0645,,,,2260.0,17.9,-17.9,0.046401,0.003304,-0.002477,0.5702,0.61388,-0.18236,LS+MCMC,2.62,0.58,-0.58,0.0418,,,85.03,,,595.0,,,29.68,41.22,-16.05,8.13,2.9,-2.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3384,0.3803,q1_q17_dr25_koi,13.098274,134.46404,157.8,1,321.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.6606,Mandel and Agol (2002 ApJ 580 171),,,007/007135/007135852/dv/kplr007135852-20160209194854_dvr.pdf,007/007135/007135852/dv/kplr007135852-001-20160209194854_dvs.pdf,3837.0,481.0,-259.0,4.747,0.105,-0.094,-0.06,0.15,-0.15,0.517,0.114,-0.114,0.544,0.114,-0.114,,,,q1_q17_dr25_stellar,296.69394,42.62611,15.692,16.782,15.619,15.225,14.974,13.855,13.277,13.102,0.0,19.7795965,2.2e-06,42.626153,2.4e-05,0.021,0.089,0.155,0.087,0.00021,0.00023,-0.00058,0.00025,-0.028,0.077,0.078,0.09,0.083,0.088,0.041,0.078,0.04,0.11,0.055,0.089,kplr007135852,Kepler-1729b,12,"(22, 26)","(0.038461538461538464, 0.045454545454545456)"
205,7287995,K00877.01,Kepler-81 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.95489993,5.482e-06,-5.482e-06,170.955871,0.000734,-0.000734,2455003.956,0.000734,-0.000734,0.0,,,,,,0.327,0.084,-0.327,2.3892,0.0281,-0.0281,,,,1410.7,17.8,-17.8,0.033728,0.000418,-0.000974,3.48052,0.64136,-0.71582,LS+MCMC,2.33,0.1,-0.11,0.0554,,,89.0,,,635.0,,,38.52,6.66,-6.17,18.69,3.4,-3.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.0853,0.6656,q1_q17_dr25_koi,10.906055,83.29438,87.2,3,226.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.5468,Mandel and Agol (2002 ApJ 580 171),,,007/007287/007287995/dv/kplr007287995-20160209194854_dvr.pdf,007/007287/007287995/dv/kplr007287995-001-20160209194854_dvs.pdf,4261.0,85.0,-85.0,4.641,0.027,-0.02,-0.06,0.15,-0.15,0.633,0.026,-0.029,0.64,0.035,-0.029,,,,q1_q17_dr25_stellar,293.63696,42.82497,15.019,16.121,14.965,14.547,14.322,13.168,12.577,12.392,0.129,19.5757978,3.3e-06,42.82486,3.4e-05,0.02,0.13,-0.4,0.12,-0.00016,0.00019,0.00014,0.00019,0.049,0.082,-0.04,0.1,0.066,0.083,0.027,0.078,-0.33,0.1,0.33,0.1,kplr007287995,Kepler-81b,13,"(26, 31)","(0.03225806451612903, 0.038461538461538464)"
